Fuente,Tipo,Tipo Colav,Entidad Actual,COAR Contolled Vocabularies for Repositories,Tab interface,link impactu,% sobre artículos Udea,count,Notas
ciarp_udea,Video didactico de difusion local,,works_misc,,,,,,
ciarp_udea,Video Documental Internacional,,works_misc,,,,,,
ciarp_udea,Video Documental Local,,works_misc,,,,,,
ciarp_udea,Video Documental Nacional,,works_misc,,,,,,
ciarp_univalle,1.TEXTO UNIVERSITARIO,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,3.ENSAYOS EN FORMA DE ARTíCULOS,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,4.MóDULOS O MATERIALES AUTOFORMATIVOS,,works_misc,,,,,,
ciarp_univalle,5.CONFERENCIAS DE CLASE,,works_misc,,,,,,
ciarp_univalle,"6.GUíAS DE PRáCTICA, TALLER O LABORATORIO",,works_misc,,,,,,
ciarp_univalle,8.MATERIALES AUDIOVISUALES,,works_misc,,,,,,
ciarp_univalle,ADAPTACIóN TECNOLóGICA,,works_misc,,,,,,
ciarp_univalle,ARTICULO EN REVISTA NO INDEXADA/HOMOLOGADA,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,CARáCTER DOCUMENTAL IMPACTO INTERNACIONAL,,works_misc,,,,,,
ciarp_univalle,COMUNICACION CORTA REVISTA TIPO A1,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_univalle,COMUNICACION CORTA REVISTA TIPO A2,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_univalle,COMUNICACION CORTA REVISTA TIPO B,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_univalle,COMUNICACION CORTA REVISTA TIPO C,Artículo corto,works,Controlled Vocabularies for Repositories: letter,productos,,,,
ciarp_univalle,CREACION COMPLEMENTARIA IMPACTO REGIONAL - LOCAL,,works_misc,,,,,,
ciarp_univalle,CREACION ORIGINAL IMPACTO REGIONAL - LOCAL,,works_misc,,,,,,
ciarp_univalle,DESARROLLO SOFTWARE PRODUCCION CIENTIFICA,,works_misc,,,,,,
ciarp_univalle,DESARROLLO SOFTWARE PRODUCCION TECNOLOGICA,,works_misc,,,,,,
ciarp_univalle,DIRECCION DE TESIS DE DOCTORADO,,works_misc,,,,,,
ciarp_univalle,DIRECCION DE TESIS DE MAESTRIA,,works_misc,,,,,,
ciarp_univalle,"DISCOS, FILMES, VIDEOS Y AUDIOVISUALES",,works_misc,,,,,,
ciarp_univalle,DISEÑOS O MEMORIAS TÉCNICAS Y PROTOTIPOS,,works_misc,,,,,,
ciarp_univalle,DOCUMENTOS DE ANALOGOS FINES Y CONTENIDOS,,works_misc,,,,,,
ciarp_univalle,DOCUMENTOS DE TRABAJO DE INVESTIGACION,Documento de trabajo,works,Resource Types: working paper,productos,,,,
ciarp_univalle,DOCUMENTOS SOBRE POLÍTICA UNIVERSITARIA,,works_misc,,,,,,
ciarp_univalle,EN REVISTA TIPO A1,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,EN REVISTA TIPO A2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,EN REVISTA TIPO B,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,EN REVISTA TIPO C,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,ESTUDIOS POSTDOCTORALES,,works_misc,,,,,,
ciarp_univalle,FINES DIDáCTICOS IMPACTO NACIONAL,,works_misc,,,,,,
ciarp_univalle,FULL PAPER REVISTA TIPO A1,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,FULL PAPER REVISTA TIPO A2,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,FULL PAPER REVISTA TIPO B,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,FULL PAPER REVISTA TIPO C,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,IMPACTO INTERNACIONAL,,works_misc,,,,,,
ciarp_univalle,IMPACTO NACIONAL,,works_misc,,,,,,
ciarp_univalle,INFORMES FINALES DE INVESTIGACION,Informe de investigación,works,,,,,,
ciarp_univalle,INNOVACIóN TECNOLóGICA,,works_misc,,,,,,
ciarp_univalle,INTERPRETACION DE IMPACTO REGIONAL - LOCAL,,works_misc,,,,,,
ciarp_univalle,INVENTO PATENTADO,,patents,,,,,,
ciarp_univalle,LIBRO DE ENSAYO,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,LIBRO DE INVESTIGACION,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,LIBRO DE INVESTIGACION_,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,LIBRO DE SISTEMATIZACION,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,LIBRO DE TEXTO,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,MATERIALES DE SOPORTE A LA DOCENCIA,,works_misc,,,,,,
ciarp_univalle,MATERIALES PARA EDUCACION A DISTANCIA,,works_misc,,,,,,
ciarp_univalle,MONOGRAFIA,Tesis sin definir,works,Controlled Vocabularies for Repositories: thesis,productos,,,,
ciarp_univalle,MONOGRAFIA DE SISTEMATIZACION,Tesis sin definir,works,Controlled Vocabularies for Repositories: thesis,productos,,,,
ciarp_univalle,OBRAS ARQUITECTÓNICAS,,works_misc,,,,,,
ciarp_univalle,PATENTE,,patents,,,,,,
ciarp_univalle,PONENCIA,,events,,,,,,
ciarp_univalle,PONENCIA EN EVENTO INTERNACIONAL,,events,,,,,,
ciarp_univalle,PONENCIA EN EVENTO NACIONAL,,events,,,,,,
ciarp_univalle,PONENCIA EN EVENTO REGIONAL,,events,,,,,,
ciarp_univalle,PONENCIAS PRESENTADAS EN CONGRESOS,,events,,,,,,
ciarp_univalle,PREMIO INTERNACIONAL,,works_misc,,,,,,
ciarp_univalle,PREMIO NACIONAL,,works_misc,,,,,,
ciarp_univalle,"PROFESOR DISTINGUIDO, HONORARIO ó EMéRITO",,works_misc,,,,,,
ciarp_univalle,RECONOCIMIENTO ESPECIAL,,works_misc,,,,,,
ciarp_univalle,"REPORTE, REVISION DE TEMA EN REVISTA TIPO A1",Artículo de revisión,works,Controlled Vocabularies for Repositories: review article,productos,,,,
ciarp_univalle,"REPORTE, REVISION DE TEMA EN REVISTA TIPO A2",Artículo de revisión,works,Controlled Vocabularies for Repositories: review article,productos,,,,
ciarp_univalle,"REPORTE, REVISION DE TEMA EN REVISTA TIPO B",Artículo de revisión,works,Controlled Vocabularies for Repositories: review article,productos,,,,
ciarp_univalle,"REPORTE, REVISION DE TEMA EN REVISTA TIPO C",Artículo de revisión,works,Controlled Vocabularies for Repositories: review article,productos,,,,
ciarp_univalle,REPRESENTACIóN ARTISTICA,,works_misc,,,,,,
ciarp_univalle,RESENAS CRITICAS,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,RESEñAS CRíTICAS,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,REVISTA NO INDEXADA/HOMOLOGADA,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,REVISTA NO INDEXADA-HOMOLOGADA,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_univalle,TESIS DE POSTGRADO LAUREADA O EQUIVALENTE,Tesis sin definir,works,Controlled Vocabularies for Repositories: thesis,productos,,,,
ciarp_univalle,TESIS DOCTORADO,Tesis de  Doctorado,works,Controlled Vocabularies for Repositories: doctoral thesis,productos,,,,
ciarp_univalle,TESIS MAESTRIA,Tesis de Maestría,works,Controlled Vocabularies for Repositories: master thesis,productos,,,,
ciarp_univalle,TRADUCCIóN DE LIBRO,Libro,works,Controlled Vocabularies for Repositories: book,productos,,,,
ciarp_univalle,TRADUCCION PUBLICADA DE ARTICULO,Artículo,works,Resource Types: journal article,productos,,,,
ciarp_unal,Artículo de revista,Artículo,works,,,,,,
ciarp_unal,Tesis Maestría,Tesis de Maestría,works,,,,,,
ciarp_unal,Capítulo de libro,Capítulo de libro,works,,,,,,
ciarp_unal,Estado del arte,Artículo de revisión,works,,,,,,
ciarp_unal,Formato audiovisual,,works_misc,,,,,,
ciarp_unal,Ponencias en eventos especializados,,events,,,,,,
ciarp_unal,Tesis Doctorado,Tesis de  Doctorado,works,,,,,,
ciarp_unal,Editorial,Artículo,works,,,,,,
ciarp_unal,Tesis Especialización,Tesis de Especialización,works,,,,,,
ciarp_unal,Errata,Artículo,works,,,,,,
ciarp_unal,Libro,Libro,works,,,,,,
ciarp_unal,Artículo de conferencia,Artículo de conferencia,works,,,,,,
ciarp_unal,Revisión sistemática,Artículo de revisión,works,,,,,,
ciarp_unal,Reporte de caso,Artículo,works,,,,,,
ciarp_unal,Patente,,patents,,,,,,
ciarp_unal,Tesis Pregrado,Tesis de Pregrado ,works,,,,,,
ciarp_unal,Desarrollo de software,,works_misc,,,,,,
ciarp_unal,Apoyo a la investigación,,works_misc,,,,,,
ciarp_unal,Preimpresión,Preprint,works,,,,,,
ciarp_unal,Proyecto,,projects,,,,,,
ciarp_unal,Comentario,Artículo,works,,,,,,
ciarp_unal,Estudio comparativo,Artículo,works,,,,,,
ciarp_unal,Estudio observacional,Artículo,works,,,,,,
ciarp_unal,Proceso instrumental,,works_misc,,,,,,
ciarp_unal,Colección científica,Artículo,works,,,,,,
ciarp_unal,Reporte tecnico,Reporte ,works,,,,,,
ciarp_unal,Datos,,works_misc,,,,,,
ciarp_unal,Posters presentados,,events,,,,,,
ciarp_unal,Ponencias en eventos,,events,,,,,,
ciarp_unal,Biografía,Libro,works,,,,,,
